% Random numbers as percentages in 100 x 100 array
0.90218,0.13085,0.68827,0.19733,0.064407,0.17813,0.96107,0.22511,0.96617,0.81204,0.082909,0.9773,0.65217,0.26662,0.48281,0.61478,0.86118,0.65069,0.21865,0.87072,0.37002,0.50073,0.39209,0.6222,0.339,0.52189,0.016495,0.8044,0.46191,0.6574,0.61617,0.61169,0.96767,0.99773,0.40226,0.76046,0.028221,0.10253,0.41219,0.086427,0.70681,0.32966,0.70271,0.040659,0.85947,0.73332,0.97153,0.42405,0.59608,0.26642,0.81406,0.022345,0.5221,0.88908,0.78645,0.24206,0.6423,0.98034,0.78989,0.017318,0.78916,0.85563,0.67692,0.47819,0.81054,0.040505,0.65091,0.055145,0.84498,0.23533,0.7462,0.75314,0.86892,0.90156,0.34572,0.74831,0.61607,0.26164,0.78551,0.96643,0.24567,0.22494,0.02153,0.36831,0.405,0.28325,0.98244,0.91529,0.018369,0.25586,0.75155,0.29129,0.86675,0.54741,0.22881,0.015527,0.1999,0.46271,0.068919,0.99426
0.49852,0.78483,0.51039,0.044037,0.29909,0.99303,0.044077,0.67765,0.60956,0.014779,0.55403,0.38774,0.26615,0.20545,0.81989,0.79641,0.95139,0.9923,0.76184,0.87637,0.13547,0.54056,0.52347,0.46008,0.034893,0.22586,0.69365,0.084339,0.49317,0.97722,0.18789,0.90192,0.23778,0.18631,0.82174,0.28061,0.78101,0.23729,0.78182,0.43262,0.53512,0.34024,0.1907,0.77908,0.26485,0.82798,0.21084,0.46522,0.47379,0.62141,0.89477,0.43876,0.66765,0.28166,0.34058,0.44445,0.1847,0.55675,0.96433,0.53136,0.29548,0.0092375,0.47924,0.86421,0.082293,0.29948,0.91765,0.86579,0.051664,0.062237,0.90323,0.21362,0.55026,0.84374,0.43786,0.86251,0.97074,0.61804,0.20905,0.9592,0.62001,0.16886,0.28392,0.37324,0.85719,0.9667,0.35106,0.91255,0.34162,0.6117,0.62545,0.49173,0.94808,0.62244,0.025389,0.37218,0.17323,0.58616,0.32843,0.22469
0.076331,0.21365,0.093556,0.75313,0.36099,0.80421,0.17337,0.65632,0.98651,0.0029918,0.1624,0.97903,0.38743,0.37588,0.88826,0.8467,0.72092,0.86762,0.54331,0.24626,0.36438,0.17573,0.10117,0.74092,0.96076,0.78962,0.419,0.88263,0.9098,0.73849,0.85251,0.20172,0.67122,0.46,0.14979,0.95907,0.99988,0.16142,0.33186,0.067037,0.30865,0.72216,0.47099,0.63452,0.65462,0.91855,0.49289,0.91177,0.89874,0.32255,0.75742,0.10834,0.43083,0.039475,0.7239,0.17505,0.73331,0.031241,0.73554,0.60919,0.35368,0.082899,0.13392,0.79497,0.84353,0.44932,0.13442,0.035779,0.67248,0.91895,0.92052,0.18724,0.016807,0.45244,0.64616,0.6061,0.1394,0.4036,0.2213,0.1481,0.74237,0.14525,0.37924,0.89299,0.37355,0.7973,0.78927,0.495,0.37094,0.48283,0.59406,0.61323,0.37553,0.14224,0.05387,0.70249,0.54949,0.10367,0.6779,0.29143
0.70745,0.81536,0.65619,0.74037,0.31489,0.74382,0.92562,0.24421,0.97933,0.50301,0.4531,0.57222,0.36538,0.73569,0.44531,0.18017,0.67577,0.38682,0.99168,0.7603,0.40346,0.86132,0.3304,0.95112,0.52883,0.7389,0.5266,0.60947,0.75729,0.5262,0.42888,0.55097,0.74679,0.44259,0.94217,0.28751,0.37996,0.040145,0.76942,0.69718,0.36993,0.235,0.40154,0.16554,0.54026,0.039563,0.91318,0.093718,0.099237,0.88456,0.90645,0.60095,0.70955,0.86272,0.14244,0.047449,0.90991,0.35952,0.010814,0.061712,0.21916,0.74339,0.94896,0.01085,0.54342,0.75459,0.054509,0.21678,0.026086,0.56425,0.1068,0.29638,0.18764,0.70844,0.96126,0.78163,0.69832,0.90267,0.59061,0.60415,0.74545,0.48885,0.93102,0.27495,0.04595,0.1576,0.42406,0.40839,0.45781,0.25002,0.1722,0.15006,0.85829,0.73878,0.52852,0.62359,0.91068,0.22796,0.2939,0.72993
0.48079,0.021266,0.27422,0.057339,0.62762,0.55201,0.55251,0.665,0.57785,0.73663,0.50096,0.83499,0.99106,0.42212,0.28371,0.42212,0.64719,0.15522,0.46955,0.49609,0.3549,0.06328,0.32641,0.10083,0.31217,0.61384,0.10981,0.9738,0.069339,0.61829,0.56043,0.77738,0.033429,0.28828,0.17419,0.49967,0.26987,0.21015,0.63772,0.56138,0.78902,0.78813,0.073075,0.89527,0.50183,0.67927,0.31289,0.39176,0.99781,0.067631,0.90254,0.18574,0.027176,0.59016,0.19838,0.72409,0.68439,0.29336,0.88732,0.17016,0.72801,0.45292,0.50374,0.22958,0.27132,0.19636,0.48714,0.40602,0.95503,0.17608,0.078502,0.032911,0.89806,0.64984,0.21002,0.66975,0.040211,0.58413,0.85618,0.10289,0.06462,0.92658,0.74846,0.91374,0.73513,0.12509,0.80518,0.46975,0.74895,0.095759,0.55378,0.42004,0.69471,0.0024731,0.47879,0.74794,0.41046,0.12868,0.81016,0.39669
0.3678,0.22634,0.81604,0.027307,0.065521,0.06619,0.88875,0.98266,0.62142,0.38668,0.13263,0.25402,0.0095356,0.1646,0.73063,0.97177,0.93196,0.6304,0.64877,0.17847,0.48907,0.10213,0.14292,0.95267,0.98817,0.13011,0.28571,0.14222,0.9321,0.86573,0.073914,0.54126,0.93417,0.39979,0.041542,0.20829,0.21468,0.29262,0.45528,0.065545,0.60261,0.93656,0.33104,0.0054454,0.48783,0.65608,0.70895,0.43139,0.99134,0.68529,0.32822,0.66059,0.039921,0.5102,0.49137,0.27745,0.29234,0.17647,0.35573,0.93095,0.63734,0.72529,0.74545,0.053807,0.91344,0.69064,0.4042,0.079484,0.81819,0.58853,0.37754,0.45284,0.79916,0.98567,0.91207,0.97929,0.053173,0.68619,0.039756,0.97155,0.19297,0.72272,0.41441,0.44706,0.69193,0.79375,0.71008,0.93774,0.50412,0.59158,0.18621,0.97436,0.41162,0.86364,0.074797,0.64119,0.3669,0.074752,0.46715,0.061535
0.55886,0.44778,0.49881,0.84694,0.69045,0.69262,0.74543,0.55988,0.8506,0.95056,0.6637,0.68768,0.019576,0.19024,0.47777,0.32819,0.62781,0.74921,0.716,0.27264,0.39987,0.39291,0.11604,0.4642,0.51062,0.64626,0.26733,0.98853,0.47677,0.15025,0.4743,0.74093,0.79009,0.78508,0.25902,0.74902,0.70321,0.021328,0.043541,0.64004,0.61575,0.17772,0.18539,0.35233,0.33055,0.7867,0.059975,0.53897,0.54449,0.098488,0.53872,0.19631,0.54997,0.53408,0.13052,0.65452,0.037322,0.15964,0.60636,0.12894,0.092016,0.2052,0.79317,0.31157,0.66802,0.8236,0.65176,0.2181,0.22686,0.32032,0.50034,0.67598,0.16219,0.37317,0.91588,0.36524,0.47756,0.58485,0.027247,0.84676,0.52006,0.33916,0.88693,0.96532,0.88392,0.76109,0.97876,0.68908,0.90256,0.83369,0.68625,0.18265,0.96304,0.6101,0.94476,0.75167,0.23805,0.5527,0.96097,0.6313
0.57764,0.43948,0.41358,0.95173,0.61654,0.82735,0.64281,0.48478,0.48347,0.92438,0.35988,0.19738,0.46858,0.44093,0.13369,0.66378,0.98187,0.15756,0.48422,0.56133,0.66227,0.26002,0.7807,0.15073,0.86777,0.22126,0.11193,0.64032,0.48555,0.81562,0.050823,0.22595,0.61271,0.63051,0.89092,0.39465,0.11802,0.95787,0.62854,0.91792,0.60839,0.03206,0.15937,0.22752,0.38385,0.060316,0.33174,0.53518,0.11099,0.47644,0.93062,0.91365,0.92919,0.40559,0.76934,0.9523,0.90991,0.29507,0.94241,0.24206,0.61038,0.37296,0.87464,0.87936,0.7787,0.4812,0.87339,0.039424,0.67791,0.13944,0.84073,0.91951,0.78591,0.24072,0.9785,0.39608,0.55085,0.98186,0.42273,0.66028,0.98877,0.62919,0.10381,0.58987,0.28931,0.64761,0.3846,0.2121,0.056883,0.13445,0.80755,0.81252,0.99596,0.30722,0.2975,0.5436,0.043052,0.46168,0.41764,0.67622
0.62531,0.68797,0.078115,0.29695,0.1737,0.95348,0.34541,0.49497,0.8702,0.38524,0.72895,0.097079,0.71967,0.39921,0.88032,0.4679,0.86522,0.3569,0.12832,0.72683,0.32135,0.91542,0.46425,0.91231,0.81682,0.92287,0.42961,0.67017,0.40919,0.64098,0.50299,0.53202,0.31328,0.14518,0.34108,0.019614,0.80696,0.92523,0.39663,0.61957,0.74102,0.5034,0.11246,0.60441,0.45796,0.72578,0.46189,0.98203,0.20105,0.68093,0.26617,0.73391,0.17363,0.58249,0.42321,0.32925,0.698,0.67533,0.74025,0.7007,0.19674,0.55409,0.85415,0.78778,0.25998,0.059268,0.55836,0.26665,0.076893,0.039732,0.48956,0.98187,0.2793,0.52397,0.26055,0.035607,0.58827,0.79653,0.70934,0.98582,0.82584,0.99355,0.9488,0.080341,0.091275,0.63617,0.56692,0.88951,0.065283,0.96061,0.73,0.3981,0.015647,0.63394,0.17717,0.67798,0.37255,0.624,0.26178,0.79202
0.71391,0.34629,0.15337,0.23202,0.65511,0.2873,0.77147,0.80453,0.91826,0.069118,0.87964,0.90569,0.45402,0.71002,0.20155,0.4936,0.16232,0.15003,0.60683,0.49428,0.18271,0.021077,0.0044333,0.6021,0.45182,0.58355,0.82518,0.44399,0.23753,0.23499,0.14111,0.39123,0.54037,0.28138,0.60054,0.010773,0.35412,0.54361,0.31106,0.20662,0.68881,0.79004,0.039576,0.89611,0.34349,0.90874,0.84544,0.37142,0.63934,0.074026,0.46361,0.17217,0.093551,0.26375,0.85633,0.81642,0.89181,0.81289,0.83766,0.10708,0.022093,0.48335,0.33926,0.20797,0.16563,0.62606,0.058662,0.67794,0.25286,0.78925,0.63085,0.79478,0.48416,0.8315,0.1596,0.70194,0.041301,0.036086,0.62059,0.42216,0.81732,0.94463,0.92548,0.78497,0.46617,0.79348,0.21789,0.76622,0.98151,0.29709,0.28499,0.14849,0.80068,0.84373,0.010919,0.92747,0.77839,0.4831,0.54995,0.20347
0.81351,0.99677,0.77811,0.14474,0.70161,0.15333,0.3536,0.94915,0.85609,0.18463,0.065058,0.8674,0.65487,0.39253,0.15813,0.15029,0.45474,0.54035,0.36752,0.69214,0.068332,0.63727,0.61606,0.10303,0.82585,0.36751,0.55491,0.55864,0.00085438,0.015828,0.75883,0.74374,0.38512,0.32225,0.21952,0.79517,0.96303,0.54449,0.8512,0.70457,0.92406,0.95972,0.6935,0.85933,0.062008,0.90299,0.37703,0.037546,0.18343,0.1754,0.054966,0.5234,0.58691,0.24411,0.73934,0.94247,0.78556,0.23642,0.32743,0.94475,0.93537,0.058212,0.4568,0.27468,0.76376,0.35755,0.15723,0.38862,0.40972,0.4708,0.95477,0.1458,0.95328,0.067613,0.14797,0.65687,0.8768,0.49855,0.61944,0.30139,0.473,0.90074,0.89268,0.77191,0.17558,0.18607,0.98041,0.14103,0.71423,0.099101,0.65648,0.92184,0.87424,0.73044,0.2506,0.98898,0.85594,0.010836,0.85167,0.59702
